NAICS Code,NAICS Title,MICS Code,MICS Title
446191,Food (Health) Supplement Stores,446,Health and Personal Care Stores
446199,All Other Health and Personal Care Stores,446,Health and Personal Care Stores
447,Gasoline Stations,447,Gasoline Stations
4471,Gasoline Stations,447,Gasoline Stations
44711,Gasoline Stations with Convenience Stores,447,Gasoline Stations
44719,Other Gasoline Stations,447,Gasoline Stations
447110,Gasoline Stations with Convenience Stores,447,Gasoline Stations
447190,Other Gasoline Stations,447,Gasoline Stations
457,Gasoline Stations and Fuel Dealers,447,Gasoline Stations
4571,Gasoline Stations,447,Gasoline Stations
45711,Gasoline Stations with Convenience Stores,447,Gasoline Stations
45712,Other Gasoline Stations,447,Gasoline Stations
457110,Gasoline Stations with Convenience Stores,447,Gasoline Stations
457120,Other Gasoline Stations,447,Gasoline Stations
4572,Fuel Dealers,447,Gasoline Stations
45721,Fuel Dealers,447,Gasoline Stations
457210,Fuel Dealers,447,Gasoline Stations
442,Furniture and Home Furnishings Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
4421,Furniture Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44211,Furniture Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
442110,Furniture Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
4422,Home Furnishings Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44221,Floor Covering Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44229,Other Home Furnishings Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
442210,Floor Covering Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
442291,Window Treatment Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
442299,All Other Home Furnishings Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443,Electronics and Appliance Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
4431,Electronics and Appliance Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44311,"Appliance, Television, and Other Electronics Stores",44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44312,Computer and Software Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44313,Camera and Photographic Supplies Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44314,Electronics and Appliance Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443111,Household Appliance Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443112,"Radio, Television, and Other Electronics Stores",44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443120,Computer and Software Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443130,Camera and Photographic Supplies Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443141,Household Appliance Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
443142,Electronics Stores,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
4491,Furniture and Home Furnishings Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44911,Furniture Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44912,Home Furnishings Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449110,Furniture Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449121,Floor Covering Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449122,Window Treatment Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449129,All Other Home Furnishings Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
4492,Electronics and Appliance Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
44921,Electronics and Appliance Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
449210,Electronics and Appliance Retailers,44A,"Furniture, Home Furnishings, Electronics, and Appliance Retailers "
448,Clothing and Clothing Accessories Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4481,Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44811,Men's Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44812,Women's Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44813,Children's and Infants' Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44814,Family Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44815,Clothing Accessories Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44819,Other Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448110,Men's Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448120,Women's Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448130,Children's and Infants' Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448140,Family Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448150,Clothing Accessories Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448190,Other Clothing Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4482,Shoe Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44821,Shoe Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448210,Shoe Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4483,"Jewelry, Luggage, and Leather Goods Stores",44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44831,Jewelry Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
44832,Luggage and Leather Goods Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448310,Jewelry Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
448320,Luggage and Leather Goods Stores,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4581,Clothing and Clothing Accessories Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
45811,Clothing and Clothing Accessories Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
458110,Clothing and Clothing Accessories Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4582,Shoe Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
45821,Shoe Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
458210,Shoe Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
4583,"Jewelry, Luggage, and Leather Goods Retailers",44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
45831,Jewelry Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
45832,Luggage and Leather Goods Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
458310,Jewelry Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
458320,Luggage and Leather Goods Retailers,44B,"Clothing, Clothing Accessories, Shoe, and Jewelry Retail"
45,Retail Trade,45,Retail Trade
451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
4511,"Sporting Goods, Hobby, and Musical Instrument Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45111,Sporting Goods Stores,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45112,"Hobby, Toy, and Game Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45113,"Sewing, Needlework, and Piece Goods Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45114,Musical Instrument and Supplies Stores,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451110,Sporting Goods Stores,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451120,"Hobby, Toy, and Game Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451130,"Sewing, Needlework, and Piece Goods Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451140,Musical Instrument and Supplies Stores,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
4512,Book Stores and News Dealers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45121,Book Stores and News Dealers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45122,"Prerecorded Tape, Compact Disc, and Record Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451211,Book Stores,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451212,News Dealers and Newsstands,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
451220,"Prerecorded Tape, Compact Disc, and Record Stores",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
4591,"Sporting Goods, Hobby, and Musical Instrument Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45911,Sporting Goods Retailers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45912,"Hobby, Toy, and Game Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45913,"Sewing, Needlework, and Piece Goods Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45914,Musical Instrument and Supplies Retailers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459110,Sporting Goods Retailers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459120,"Hobby, Toy, and Game Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459130,"Sewing, Needlework, and Piece Goods Retailers",451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459140,Musical Instrument and Supplies Retailers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
4592,Book Retailers and News Dealers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
45921,Book Retailers and News Dealers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
459210,Book Retailers and News Dealers,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
452,General Merchandise Stores,452,General Merchandise Stores
4521,Department Stores,452,General Merchandise Stores
45211,Department Stores,452,General Merchandise Stores
452111,Department Stores (except Discount Department Stores),452,General Merchandise Stores
452112,Discount Department Stores,452,General Merchandise Stores
4522,Department Stores,452,General Merchandise Stores
45221,Department Stores,452,General Merchandise Stores
452210,Department Stores,452,General Merchandise Stores
4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452,General Merchandise Stores
45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters",452,General Merchandise Stores
452311,Warehouse Clubs and Supercenters,452,General Merchandise Stores
452319,All Other General Merchandise Stores,452,General Merchandise Stores
4529,Other General Merchandise Stores,452,General Merchandise Stores
45291,Warehouse Clubs and Supercenters,452,General Merchandise Stores
45299,All Other General Merchandise Stores,452,General Merchandise Stores
452910,Warehouse Clubs and Supercenters,452,General Merchandise Stores
452990,All Other General Merchandise Stores,452,General Merchandise Stores
455,General Merchandise Retailers,452,General Merchandise Stores
4551,Department Stores,452,General Merchandise Stores
45511,Department Stores,452,General Merchandise Stores
455110,Department Stores,452,General Merchandise Stores
455219,All Other General Merchandise Retailers,452,General Merchandise Stores
453,Miscellaneous Store Retailers,453,Miscellaneous Store Retailers
4531,Florists,453,Miscellaneous Store Retailers
45311,Florists,453,Miscellaneous Store Retailers
453110,Florists,453,Miscellaneous Store Retailers
4532,"Office Supplies, Stationery, and Gift Stores",453,Miscellaneous Store Retailers
45321,Office Supplies and Stationery Stores,453,Miscellaneous Store Retailers
45322,"Gift, Novelty, and Souvenir Stores",453,Miscellaneous Store Retailers
453210,Office Supplies and Stationery Stores,453,Miscellaneous Store Retailers
453220,"Gift, Novelty, and Souvenir Stores",453,Miscellaneous Store Retailers
4533,Used Merchandise Stores,453,Miscellaneous Store Retailers
45331,Used Merchandise Stores,453,Miscellaneous Store Retailers
453310,Used Merchandise Stores,453,Miscellaneous Store Retailers
4539,Other Miscellaneous Store Retailers,453,Miscellaneous Store Retailers
45391,Pet and Pet Supplies Stores,453,Miscellaneous Store Retailers
45392,Art Dealers,453,Miscellaneous Store Retailers
45393,Manufactured (Mobile) Home Dealers,453,Miscellaneous Store Retailers
45399,All Other Miscellaneous Store Retailers,453,Miscellaneous Store Retailers
453910,Pet and Pet Supplies Stores,453,Miscellaneous Store Retailers
453920,Art Dealers,453,Miscellaneous Store Retailers
453930,Manufactured (Mobile) Home Dealers,453,Miscellaneous Store Retailers
453991,Tobacco Stores,453,Miscellaneous Store Retailers
453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),453,Miscellaneous Store Retailers
4552,"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",453,Miscellaneous Store Retailers
45521,"Warehouse Clubs, Supercenters, and Other General Merchandise Retailers",453,Miscellaneous Store Retailers
455211,Warehouse Clubs and Supercenters,453,Miscellaneous Store Retailers
456,Health and Personal Care Retailers,453,Miscellaneous Store Retailers
4561,Health and Personal Care Retailers,453,Miscellaneous Store Retailers
45611,Pharmacies and Drug Retailers,453,Miscellaneous Store Retailers
45612,"Cosmetics, Beauty Supplies, and Perfume Retailers",453,Miscellaneous Store Retailers
45613,Optical Goods Retailers,453,Miscellaneous Store Retailers
45619,Other Health and Personal Care Retailers,453,Miscellaneous Store Retailers
456110,Pharmacies and Drug Retailers,453,Miscellaneous Store Retailers
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers",453,Miscellaneous Store Retailers
456130,Optical Goods Retailers,453,Miscellaneous Store Retailers
456191,Food (Health) Supplement Retailers,453,Miscellaneous Store Retailers
456199,All Other Health and Personal Care Retailers,453,Miscellaneous Store Retailers
4593,Florists,453,Miscellaneous Store Retailers
45931,Florists,453,Miscellaneous Store Retailers
459310,Florists,453,Miscellaneous Store Retailers
4594,"Office Supplies, Stationery, and Gift Retailers",453,Miscellaneous Store Retailers
45941,Office Supplies and Stationery Retailers,453,Miscellaneous Store Retailers
45942,"Gift, Novelty, and Souvenir Retailers",453,Miscellaneous Store Retailers
459410,Office Supplies and Stationery Retailers,453,Miscellaneous Store Retailers
459420,"Gift, Novelty, and Souvenir Retailers",453,Miscellaneous Store Retailers
4595,Used Merchandise Retailers,453,Miscellaneous Store Retailers
45951,Used Merchandise Retailers,453,Miscellaneous Store Retailers
459510,Used Merchandise Retailers,453,Miscellaneous Store Retailers
4599,Other Miscellaneous Retailers,453,Miscellaneous Store Retailers
45991,Pet and Pet Supplies Retailers,453,Miscellaneous Store Retailers
45992,Art Dealers,453,Miscellaneous Store Retailers
45993,Manufactured (Mobile) Home Dealers,453,Miscellaneous Store Retailers
45999,All Other Miscellaneous Retailers,453,Miscellaneous Store Retailers
459910,Pet and Pet Supplies Retailers,453,Miscellaneous Store Retailers
459920,Art Dealers,453,Miscellaneous Store Retailers
459930,Manufactured (Mobile) Home Dealers,453,Miscellaneous Store Retailers
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers",453,Miscellaneous Store Retailers
459999,All Other Miscellaneous Retailers,453,Miscellaneous Store Retailers
454,Nonstore Retailers,454,Nonstore Retailers
4541,Electronic Shopping and Mail-Order Houses,454,Nonstore Retailers
45411,Electronic Shopping and Mail-Order Houses,454,Nonstore Retailers
454110,Electronic Shopping and Mail-Order Houses,454,Nonstore Retailers
454111,Electronic Shopping,454,Nonstore Retailers
454112,Electronic Auctions,454,Nonstore Retailers
454113,Mail-Order Houses,454,Nonstore Retailers
4542,Vending Machine Operators,454,Nonstore Retailers
45421,Vending Machine Operators,454,Nonstore Retailers
454210,Vending Machine Operators,454,Nonstore Retailers
4543,Direct Selling Establishments,454,Nonstore Retailers
45431,Fuel Dealers,454,Nonstore Retailers
45439,Other Direct Selling Establishments,454,Nonstore Retailers
454310,Fuel Dealers,454,Nonstore Retailers
454311,Heating Oil Dealers,454,Nonstore Retailers
454312,Liquefied Petroleum Gas (Bottled Gas) Dealers,454,Nonstore Retailers
454319,Other Fuel Dealers,454,Nonstore Retailers
454390,Other Direct Selling Establishments,454,Nonstore Retailers
48,Transportation and Warehousing,48,Transportation and Warehousing
486,Pipeline Transportation,48,Transportation and Warehousing
4861,Pipeline Transportation of Crude Oil,48,Transportation and Warehousing
48611,Pipeline Transportation of Crude Oil,48,Transportation and Warehousing
486110,Pipeline Transportation of Crude Oil,48,Transportation and Warehousing
4862,Pipeline Transportation of Natural Gas,48,Transportation and Warehousing
48621,Pipeline Transportation of Natural Gas,48,Transportation and Warehousing
486210,Pipeline Transportation of Natural Gas,48,Transportation and Warehousing
4869,Other Pipeline Transportation,48,Transportation and Warehousing
48691,Pipeline Transportation of Refined Petroleum Products,48,Transportation and Warehousing
48699,All Other Pipeline Transportation,48,Transportation and Warehousing
486910,Pipeline Transportation of Refined Petroleum Products,48,Transportation and Warehousing
486990,All Other Pipeline Transportation,48,Transportation and Warehousing
4889,Other Support Activities for Transportation,48,Transportation and Warehousing
48899,Other Support Activities for Transportation,48,Transportation and Warehousing
488991,Packing and Crating,48,Transportation and Warehousing
488999,All Other Support Activities for Transportation,48,Transportation and Warehousing
49,Transportation and Warehousing,48,Transportation and Warehousing
481,Air Transportation,481,Air Freight
4811,Scheduled Air Transportation,481,Air Freight
48111,Scheduled Air Transportation,481,Air Freight
481111,Scheduled Passenger Air Transportation,481,Air Freight
481112,Scheduled Freight Air Transportation,481,Air Freight
4812,Nonscheduled Air Transportation,481,Air Freight
48121,Nonscheduled Air Transportation,481,Air Freight
481211,Nonscheduled Chartered Passenger Air Transportation,481,Air Freight
481212,Nonscheduled Chartered Freight Air Transportation,481,Air Freight
481219,Other Nonscheduled Air Transportation,481,Air Freight
482,Rail Transportation,482,Rail Freight
4821,Rail Transportation,482,Rail Freight
48211,Rail Transportation,482,Rail Freight
482111,Line-Haul Railroads,482,Rail Freight
482112,Short Line Railroads,482,Rail Freight
4882,Support Activities for Rail Transportation,482,Rail Freight
48821,Support Activities for Rail Transportation,482,Rail Freight
488210,Support Activities for Rail Transportation,482,Rail Freight
483,Water Transportation,483,Shipping
4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",483,Shipping
48311,"Deep Sea, Coastal, and Great Lakes Water Transportation",483,Shipping
483111,Deep Sea Freight Transportation,483,Shipping
483112,Deep Sea Passenger Transportation,483,Shipping
483113,Coastal and Great Lakes Freight Transportation,483,Shipping
483114,Coastal and Great Lakes Passenger Transportation,483,Shipping
4832,Inland Water Transportation,483,Shipping
48321,Inland Water Transportation,483,Shipping
483211,Inland Water Freight Transportation,483,Shipping
483212,Inland Water Passenger Transportation,483,Shipping
4883,Support Activities for Water Transportation,483,Shipping
48831,Port and Harbor Operations,483,Shipping
48832,Marine Cargo Handling,483,Shipping
48833,Navigational Services to Shipping,483,Shipping
48839,Other Support Activities for Water Transportation,483,Shipping
488310,Port and Harbor Operations,483,Shipping
488320,Marine Cargo Handling,483,Shipping
488330,Navigational Services to Shipping,483,Shipping
488390,Other Support Activities for Water Transportation,483,Shipping
484,Truck Transportation,484,Truck Transportation
4841,General Freight Trucking,484,Truck Transportation
4884,Support Activities for Road Transportation,484,Truck Transportation
48841,Motor Vehicle Towing,484,Truck Transportation
48849,Other Support Activities for Road Transportation,484,Truck Transportation
488410,Motor Vehicle Towing,484,Truck Transportation
488490,Other Support Activities for Road Transportation,484,Truck Transportation
4885,Freight Transportation Arrangement,484,Truck Transportation
48851,Freight Transportation Arrangement,484,Truck Transportation
488510,Freight Transportation Arrangemen,484,Truck Transportation
48411,"General Freight Trucking, Local",484A,Local Trucking
484110,"General Freight Trucking, Local",484A,Local Trucking
48412,"General Freight Trucking, Long-Distance",484B,Long Distance Trucking
484121,"General Freight Trucking, Long-Distance, Truckload",484B,Long Distance Trucking
484122,"General Freight Trucking, Long-Distance, Less Than Truckload",484B,Long Distance Trucking
4842,Specialized Freight Trucking,484C,"Specialized Trucking (Refrigerated, High Value etc.)"
48422,"Specialized Freight (except Used Goods) Trucking, Local",484C,"Specialized Trucking (Refrigerated, High Value etc.)"
48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",484C,"Specialized Trucking (Refrigerated, High Value etc.)"
484220,"Specialized Freight (except Used Goods) Trucking, Local",484C,"Specialized Trucking (Refrigerated, High Value etc.)"
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",484C,"Specialized Trucking (Refrigerated, High Value etc.)"
48421,Used Household and Office Goods Moving,484D,Household and Corporate Removals 
484210,Used Household and Office Goods Moving,484D,Household and Corporate Removals 
485,Transit and Ground Passenger Transportation,485,Passenger Transportation
4851,Urban Transit Systems,485,Passenger Transportation
48511,Urban Transit Systems,485,Passenger Transportation
485111,Mixed Mode Transit Systems,485,Passenger Transportation
485112,Commuter Rail Systems,485,Passenger Transportation
485113,Bus and Other Motor Vehicle Transit Systems,485,Passenger Transportation
485119,Other Urban Transit Systems,485,Passenger Transportation
4852,Interurban and Rural Bus Transportation,485,Passenger Transportation
48521,Interurban and Rural Bus Transportation,485,Passenger Transportation
485210,Interurban and Rural Bus Transportation,485,Passenger Transportation
4853,Taxi and Limousine Service,485,Passenger Transportation
48531,Taxi and Ridesharing Services,485,Passenger Transportation
48532,Limousine Service,485,Passenger Transportation
485310,Taxi and Ridesharing Services,485,Passenger Transportation
485320,Limousine Service,485,Passenger Transportation
4854,School and Employee Bus Transportation,485,Passenger Transportation
48541,School and Employee Bus Transportation,485,Passenger Transportation
485410,School and Employee Bus Transportation,485,Passenger Transportation
4855,Charter Bus Industry,485,Passenger Transportation
48551,Charter Bus Industry,485,Passenger Transportation
485510,Charter Bus Industry,485,Passenger Transportation
4859,Other Transit and Ground Passenger Transportation,485,Passenger Transportation
48599,Other Transit and Ground Passenger Transportation,485,Passenger Transportation
485991,Special Needs Transportation,485,Passenger Transportation
485999,All Other Transit and Ground Passenger Transportation,485,Passenger Transportation
487,Scenic and Sightseeing Transportation,485,Passenger Transportation
4871,"Scenic and Sightseeing Transportation, Land",485,Passenger Transportation
48711,"Scenic and Sightseeing Transportation, Land",485,Passenger Transportation
487110,"Scenic and Sightseeing Transportation, Land",485,Passenger Transportation
4872,"Scenic and Sightseeing Transportation, Water",485,Passenger Transportation
48721,"Scenic and Sightseeing Transportation, Water",485,Passenger Transportation
487210,"Scenic and Sightseeing Transportation, Water",485,Passenger Transportation
4879,"Scenic and Sightseeing Transportation, Other",485,Passenger Transportation
48799,"Scenic and Sightseeing Transportation, Other",485,Passenger Transportation
487990,"Scenic and Sightseeing Transportation, Other",485,Passenger Transportation
488,Support Activities for Transportation,485,Passenger Transportation
4881,Support Activities for Air Transportation,485,Passenger Transportation
48811,Airport Operations,485,Passenger Transportation
48819,Other Support Activities for Air Transportation,485,Passenger Transportation
488111,Air Traffic Control,485,Passenger Transportation
488119,Other Airport Operations,485,Passenger Transportation
488190,Other Support Activities for Air Transportation,485,Passenger Transportation
491,Postal Service,48A,Postal Service
4911,Postal Service,48A,Postal Service
49111,Postal Service,48A,Postal Service
491110,Postal Service,48A,Postal Service
492,Couriers and Messengers,48A,Postal Service
4921,Couriers and Express Delivery Services,48A,Postal Service
49211,Couriers and Express Delivery Services,48A,Postal Service
492110,Couriers and Express Delivery Services,48A,Postal Service
4922,Local Messengers and Local Delivery,48A,Postal Service
49221,Local Messengers and Local Delivery,48A,Postal Service
492210,Local Messengers and Local Delivery,48A,Postal Service
493,Warehousing and Storage,48B,Warehousing and Storage
4931,Warehousing and Storage,48B,Warehousing and Storage
49311,General Warehousing and Storage,48B,Warehousing and Storage
49312,Refrigerated Warehousing and Storage,48B,Warehousing and Storage
49313,Farm Product Warehousing and Storage,48B,Warehousing and Storage
49319,Other Warehousing and Storage,48B,Warehousing and Storage
493110,General Warehousing and Storage,48B,Warehousing and Storage
493120,Refrigerated Warehousing and Storage,48B,Warehousing and Storage
493130,Farm Product Warehousing and Storage,48B,Warehousing and Storage
493190,Other Warehousing and Storage,48B,Warehousing and Storage
51,Information,51,"Information Services (Recording, Publishing & Broadcast)"
511,Publishing Industries (except Internet),51,"Information Services (Recording, Publishing & Broadcast)"
5111,"Newspaper, Periodical, Book, and Directory Publishers",51,"Information Services (Recording, Publishing & Broadcast)"
51111,Newspaper Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51112,Periodical Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51113,Book Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51114,Directory and Mailing List Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51119,Other Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511110,Newspaper Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511120,Periodical Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511130,Book Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511140,Directory and Mailing List Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511191,Greeting Card Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511199,All Other Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
5112,Software Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51121,Software Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
511210,Software Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
512,Motion Picture and Sound Recording Industries,51,"Information Services (Recording, Publishing & Broadcast)"
5121,Motion Picture and Video Industries,51,"Information Services (Recording, Publishing & Broadcast)"
51211,Motion Picture and Video Production,51,"Information Services (Recording, Publishing & Broadcast)"
51212,Motion Picture and Video Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
51213,Motion Picture and Video Exhibition,51,"Information Services (Recording, Publishing & Broadcast)"
51219,Postproduction Services and Other Motion Picture and Video Industries,51,"Information Services (Recording, Publishing & Broadcast)"
512110,Motion Picture and Video Production,51,"Information Services (Recording, Publishing & Broadcast)"
512120,Motion Picture and Video Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
512131,Motion Picture Theaters (except Drive-Ins),51,"Information Services (Recording, Publishing & Broadcast)"
512132,Drive-In Motion Picture Theaters,51,"Information Services (Recording, Publishing & Broadcast)"
512191,Teleproduction and Other Postproduction Services,51,"Information Services (Recording, Publishing & Broadcast)"
512199,Other Motion Picture and Video Industries,51,"Information Services (Recording, Publishing & Broadcast)"
5122,Sound Recording Industries,51,"Information Services (Recording, Publishing & Broadcast)"
51221,Record Production,51,"Information Services (Recording, Publishing & Broadcast)"
51222,Integrated Record Production/Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
51223,Music Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
51224,Sound Recording Studios,51,"Information Services (Recording, Publishing & Broadcast)"
51225,Record Production and Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
51229,Other Sound Recording Industries,51,"Information Services (Recording, Publishing & Broadcast)"
512210,Record Production,51,"Information Services (Recording, Publishing & Broadcast)"
512220,Integrated Record Production/Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
512230,Music Publishers,51,"Information Services (Recording, Publishing & Broadcast)"
512240,Sound Recording Studios,51,"Information Services (Recording, Publishing & Broadcast)"
512250,Record Production and Distribution,51,"Information Services (Recording, Publishing & Broadcast)"
512290,Other Sound Recording Industries,51,"Information Services (Recording, Publishing & Broadcast)"
